#,Company,Website,Category,General Contact Email,Email Type,HR Person Name,HR Person Title,HR Person Direct Email,LinkedIn Profile,Priority,Notes
373,QpiAI,qpiai.tech,Quantum Computing / AI / DeepTech,info@qpiai.tech,contact,Nagendra Nagaraja,"Founder, CEO & Chairman",nagendra@qpiai.tech,https://in.linkedin.com/in/nagendranagaraja,High,Bengaluru; $32M Series A (National Quantum Mission + Avataar); built QpiAI-Indus (India's 1st full-stack 25-qubit quantum computer); ex-Nvidia/Qualcomm; ACTIVELY HIRING (Instahyre + qpiai.tech/careers); email pattern estimated
374,Quintype Technologies,quintype.com,Media Tech / CMS / SaaS,sales@quintype.com,contact,Chirdeep Shetty,CEO,chirdeep@quintype.com,https://in.linkedin.com/company/quintype,High,Bangalore; digital publishing CMS (Bloomberg Quint etc.); founded 2014; Co-founder: Amit Rathore; email pattern estimated
375,Glance (InMobi),glance.com,Lock Screen Content / AI / Media,careers@glance.com,careers,Naveen Tewari,Co-Founder & CEO,careers@glance.com,https://in.linkedin.com/company/glancescreen,High,"Cessna Business Park Bangalore; 200M+ daily users; InMobi group unicorn; Co-founders: Abhay Singhal, Mohit Saxena, Piyush Shah"
376,Tonbo Imaging,tonboimaging.com,Defense / Thermal Imaging / Computer Vision,info@tonboimaging.com,contact,Arvind Lakshmikumar,Founder & CEO,arvind@tonboimaging.com,https://in.linkedin.com/in/arvindlakshmikumar,High,"Sarjapur Road Bangalore; advanced imaging for defense (US + Israeli weapon systems); 15-yr journey; IPO-bound; Co-founders: Ankit Kumar, Sudeep George, Cecilia Dsouza; email pattern estimated"
377,NewSpace Research & Technologies,newspace.co.in,Defense / UAV Swarms / Drones,sameer@newspace.co.in,contact,Sameer Joshi,Founder & CEO,sameer@newspace.co.in,https://in.linkedin.com/company/newspacert,High,Sahakar Nagar Bengaluru; UAV swarm tech for Indian Air Force; ZoomInfo confirmed s***@newspace.co.in; ex-IAF fighter pilot CEO
378,KOGO AI,kogo.ai,AI Agents / Agent Store / Full-Stack AI,info@kogo.ai,contact,Raj K Gopalakrishnan,Co-Founder & CEO,raj@kogo.ai,https://in.linkedin.com/company/kogo-ai,High,Bengaluru; AI Agent Store launched 2024; full-stack AI OS; Co-founder: Praveer Kochhar; email pattern estimated
379,Potpie AI,potpie.ai,AI Code Agents / DevTools,hello@potpie.ai,contact,Aditi Kothari,Co-Founder & CEO,aditi@potpie.ai,https://www.linkedin.com/in/aditi-kothari,High,Bangalore; custom AI agents for codebases; open source; email pattern estimated
380,Flam,flamapp.ai,Mixed Reality / AI Advertising,shourya@flamapp.com,contact,Shourya Agarwal,Co-Founder & CEO,shourya@flamapp.com,https://theorg.com/org/flam/org-chart/shourya-agarwal,High,"Bengaluru (tech/design/marketing) + SF; $14M funded; AI-native mixed reality ads; BITS Pilani trio; Co-founders: Malhar Patil (COO), Amit Gaiki (CTO); email pattern estimated"
381,Fabrik,fabrik.space,Spatial Computing / 3D / Digital Twins,hello@fabrik.space,contact,Puneet Badrinath,Co-Founder & CEO,puneet@fabrik.space,https://in.linkedin.com/company/fabrikspace,High,Bangalore; spatial OS for 3D apps + digital twins; Co-founder: James Selvam; email pattern estimated
382,ClickPost,clickpost.ai,Logistics Intelligence / SaaS,prashant@clickpost.in,contact,Prashant Gupta,Co-Founder,prashant@clickpost.in,https://in.linkedin.com/company/clickpost,High,Bangalore; logistics intelligence platform (post-purchase experience); IIT alumni founders; email pattern estimated
383,Appknox,appknox.com,Mobile App Security / Cybersecurity,harshit@appknox.com,contact,Harshit Agarwal,Co-Founder & CEO,harshit@appknox.com,https://sg.linkedin.com/company/appknox-security,High,Bangalore; enterprise mobile app security testing; founded 2014; Microsoft Venture Accelerator alum; Co-founder: Subho Halder (CISO); email pattern estimated
384,DevDynamics,devdynamics.ai,Engineering Analytics / Dev Productivity,hello@devdynamics.ai,contact,Rishi Saraf,Co-Founder & CEO,rishi@devdynamics.ai,https://in.linkedin.com/company/devdynamics,High,Sarjapur Road Bangalore (Saket Callipolis); engineering insights platform; founded 2022; Co-founder: Pruthviraj Haral; email pattern estimated
385,Wabtec Corporation,wabtec.com,Rail Tech / Engineering / Software,sdesai@wabtec.com,contact,Sumeeta Desai,Regional Director - Talent Acquisition (APAC),sdesai@wabtec.com,https://careers.wabtec.com/job/intern-engineering-in-bengaluru-ka-india-jid-2021,High,🎯 ENGINEERING INTERN OPENING IN BENGALURU (careers.wabtec.com jid-2021); 13 named HR/TA/engineering contacts on file; GE Transportation merged entity
386,Cisco (Bengaluru),cisco.com,Networking / Software / University Hiring,pribhaga@cisco.com,contact,Priyanka Bhagat,"Head APJC - Emerging Talent, University Recruiting",pribhaga@cisco.com,https://www.linkedin.com/company/cisco,High,🎯 UNIVERSITY RECRUITING HEAD CONTACT — APJC emerging talent; 14 named HR/TA contacts on file; Bengaluru campus
387,Airbound,airbound.co,Drone Delivery / Medical Logistics / DeepTech,hello@airbound.co,contact,Naman Pushp,Founder & CEO,naman@airbound.co,https://in.linkedin.com/company/airbound,High,Bengaluru; $10M+ funded (Lightspeed + Humba + Tesla/Anduril leaders); blended-wing drones; Narayana Health contract; 700+ flights zero failures; 20-yr-old founder; email pattern estimated
388,Primus Senior Living,primuslife.in,Elder Care / Senior Living / HealthTech,info@primuslife.in,contact,Adarsh Narahari,Founder & CEO,adarsh@primuslife.in,https://in.linkedin.com/company/primus-senior-living,High,Vittal Mallya Road Bangalore; General Catalyst-backed; luxury senior living communities; email pattern estimated
389,Kites Senior Care,kitesseniorcare.com,Elder Care / Geriatric Health,info@kitesseniorcare.com,contact,RajaGopal G,Co-Founder & CEO,rajagopal@kitesseniorcare.com,https://in.linkedin.com/company/kites-senior-care,High,Bangalore; geriatric care centers; Co-founder: Dr. Reema Nadig (COO); email pattern estimated
390,Livspace,livspace.com,Interior Design Tech / Marketplace,careers@livspace.com,careers,Anuj Srivastava,Co-Founder & CEO,anuj@livspace.com,https://in.linkedin.com/company/livspace,High,"Bengaluru HQ; home interiors unicorn; IIT Kanpur + LBS founder; Co-founder: Ramakant Sharma (COO, ex-Myntra CTO); email pattern estimated"
391,HomeLane,homelane.com,Interior Design Tech / Home Improvement,careers@homelane.com,careers,Srikanth B. Iyer,Co-Founder & CEO,srikanth@homelane.com,https://in.linkedin.com/company/homelane,High,Bengaluru; founded 2014; 5 co-founders incl CTO Srini Battula; email pattern estimated
392,Bonito Designs,bonitodesigns.com,Interior Design / D2C,info@bonitodesigns.com,contact,Sameer AM,Co-Founder & CEO,sameer@bonitodesigns.com,https://in.linkedin.com/company/bonito-designs,High,Bengaluru; founded 2012; full-home personalized interiors; email pattern estimated
393,Zoomcar,zoomcar.com,Car Sharing / Mobility Marketplace,careers@zoomcar.com,careers,Hiring Team,Recruiting,careers@zoomcar.com,https://in.linkedin.com/company/zoomcar-india-pvt-ltd-,Medium,Kodihalli Bangalore; self-drive car sharing marketplace; NASDAQ-listed
401,Ripik.AI,ripik.ai,Computer Vision AI / Industrial AI,hello@ripik.ai,contact,Pinak Dattaray,Founder & CEO,pinak@ripik.ai,https://in.linkedin.com/company/ripik-ai,High,Noida Sector 62; industrial computer vision; steel/cement/pharma; email pattern: p******@ripik.ai confirmed RocketReach
402,Zuddl,zuddl.com,Event Tech / Virtual Events SaaS,info@zuddl.com,contact,Bharath Varma,Co-Founder & CEO,bharath@zuddl.com,https://www.crunchbase.com/organization/zuddl,High,Noida; YC S20; $13.35M Series A Qualcomm+Alpha Wave; hybrid events platform; email pattern estimated
403,Inshorts,inshorts.com,News AI / Consumer Media App,contact@inshorts.com,contact,Azhar Iqubal,Co-Founder & Chairman,azhar@inshorts.group,https://in.linkedin.com/in/azhariqubal,High,✅ CONFIRMED EMAIL — Noida Sector 16A; 60-word news app; IIT Delhi; azhar.iitd@gmail.com alt; Deepit Purkayastha is new CEO
404,Algo8,algo8.ai,Industrial AI / Energy & Manufacturing AI,info@algo8.ai,contact,Nandan Mishra,Co-Founder & CEO,nandan@algo8.ai,https://www.linkedin.com/company/algo8,High,Noida; industrial AI for energy/manufacturing; IIT/IIM founders; email pattern estimated
405,Devnagri,devnagri.com,AI Translation / Indic Language AI SaaS,hello@devnagri.com,contact,Himanshu Sharma,Co-Founder & CEO,himanshu@devnagri.com,https://in.linkedin.com/company/devnagriai,High,Noida; $1.1M+ funded Inflection Point Ventures; AI-human translation; 55 employees; email pattern estimated
394,Lucio AI,lucioai.com,Legal AI / Enterprise LegalTech SaaS,contact@lucioai.com,contact,Vasu Aggarwal,Co-Founder,vasu@lucioai.com,https://in.linkedin.com/in/vasulucio,High,Bengaluru + NYC; $7.7M total; Forbes 30U30; AI workspace for 3000+ lawyers; 200+ orgs; DeVC-backed seed; NLS India law school founders; email pattern estimated
395,OrbitShift,orbitshift.ai,Sales Intelligence AI / Account-Based Sales SaaS,hello@orbitshift.ai,contact,Saurabh Mishra,Co-Founder & CEO,saurabh@orbitshift.ai,https://in.linkedin.com/company/orbitshift-ai,High,Bengaluru; $8.5M PeakXV+Stellaris; B2B sales intelligence for enterprise; ex-McKinsey + Stanford MBA founders; email pattern estimated
396,Devic Earth,devic-earth.com,Climate Tech / Air Pollution Control,contact@devic-earth.com,contact,Srikanth Sola,Founder & CEO,srikanth@devic-earth.com,https://in.linkedin.com/in/srikanth-sola,High,Bengaluru; pulsed radio frequency air pollution reduction tech; Blue Ashva+Axilor-backed; cardiologist-turned-founder; email pattern estimated
397,LatentForce,latentforce.ai,Agentic AI / Legacy Code Migration / Automation,hello@latentforce.ai,contact,Aravind Jayendran,Founder & CEO,aravind@latentforce.ai,https://in.linkedin.com/in/aravind-jayendran-68b21b97,High,Bengaluru; $1.7M seed; AI-driven enterprise code migration + business automation; HIRING SDRs; email pattern estimated
398,Confluxe,confluxe.com,Fashion Tech / Retail Marketplace,info@confluxe.com,contact,Rajesh Narkar,Co-Founder & CEO,rajesh@confluxe.com,https://in.linkedin.com/company/confluxe,Medium,Bengaluru; $1.6M Wavemaker pre-seed (Mar 2026); helping global fashion brands enter India; ex-Myntra+AJIO+H&M execs; email pattern estimated
399,RePut.ai,reput.ai,B2B Supply Chain AI / Blockchain SaaS,info@reput.ai,contact,Anuj Bishnoi,Co-Founder & CEO,anuj@reput.ai,https://in.linkedin.com/company/reput-ai,High,Bengaluru; $1M GrowthCap Ventures pre-seed; supply chain AI + blockchain; ex-BigBasket Morning Cart founder; email pattern estimated
400,Treacle Technologies,treacletech.com,Cybersecurity / Deception Tech / SOC AI,info@treacletech.com,contact,Subhasis Mukhopadhyay,Co-Founder & CEO,subhasis@treacletech.com,https://in.linkedin.com/in/subhasis-mukhopadhyay,High,Bengaluru; INR 4Cr Inflection Point Ventures pre-seed; AI deception tech for SOC efficiency; IIT Kanpur IHub incubated; email pattern estimated
401,SmartSense Consulting Solutions,smartsensesolutions.com,Generative AI / Agentic AI / Software Dev,info@smartsensesolutions.com,contact,,,,https://in.linkedin.com/company/smartsense-solutions,High,"9th Floor GIFT One, GIFT City Gandhinagar; GenAI+Agentic AI+IoT+blockchain; ~125 staff; email pattern estimated"
